model,model_url,part_name,guide_title,guide_link,guide_id,image_url,local_image_filename,local_image_path
iPhone 16e,https://zh.ifixit.com/Device/iPhone_16e,Rear Camera Assembly,iPhone 16e Rear Camera Assembly Replacement,https://zh.ifixit.com/Guide/iPhone+16e+Rear+Camera+Assembly+Replacement/186671?lang=en,186671,https://guide-images.cdn.ifixit.com/igi/KACIWTAdNYITjwZk.large,Rear Camera Assembly.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 16e\Rear Camera Assembly.jpg
iPhone 16e,https://zh.ifixit.com/Device/iPhone_16e,Screen,iPhone 16e Screen Replacement,https://zh.ifixit.com/Guide/iPhone+16e+Screen+Replacement/186614?lang=en,186614,https://guide-images.cdn.ifixit.com/igi/XGpqC3OOnrWJBfrd.large,Screen.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 16e\Screen.jpg
iPhone 16e,https://zh.ifixit.com/Device/iPhone_16e,Taptic Engine,iPhone 16e Taptic Engine Replacement,https://zh.ifixit.com/Guide/iPhone+16e+Taptic+Engine+Replacement/186673?lang=en,186673,https://guide-images.cdn.ifixit.com/igi/gRccjimmA5MQRITd.large,Taptic Engine.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 16e\Taptic Engine.jpg
iPhone 16 Pro Max,https://zh.ifixit.com/Device/iPhone_16_Pro_Max,5G mmWave Antenna,iPhone 16 Pro Max 5G mmWave Antenna Replacement,https://zh.ifixit.com/Guide/iPhone+16+Pro+Max+5G+mmWave+Antenna+Replacement/178666?lang=en,178666,https://guide-images.cdn.ifixit.com/igi/MJPdKYDZZAgYGFwM.large,5G mmWave Antenna.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 16 Pro Max\5G mmWave Antenna.jpg
iPhone 16 Pro Max,https://zh.ifixit.com/Device/iPhone_16_Pro_Max,Back Glass,iPhone 16 Pro Max Back Glass Replacement,https://zh.ifixit.com/Guide/iPhone+16+Pro+Max+Back+Glass+Replacement/178619?lang=en,178619,https://guide-images.cdn.ifixit.com/igi/xOQADcBZlfQJwNVx.large,Back Glass.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 16 Pro Max\Back Glass.jpg
iPhone 16 Pro Max,https://zh.ifixit.com/Device/iPhone_16_Pro_Max,Battery,iPhone 16 Pro Max Battery Replacement,https://zh.ifixit.com/Guide/iPhone+16+Pro+Max+Battery+Replacement/178831?lang=en,178831,https://guide-images.cdn.ifixit.com/igi/sVae4IjsfyQblh1s.large,Battery.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 16 Pro Max\Battery.jpg
iPhone 16 Pro Max,https://zh.ifixit.com/Device/iPhone_16_Pro_Max,Bottom Microphone,iPhone 16 Pro Max Bottom Microphone Replacement,https://zh.ifixit.com/Guide/iPhone+16+Pro+Max+Bottom+Microphone+Replacement/178820?lang=en,178820,https://guide-images.cdn.ifixit.com/igi/SUGbFHuKaFxNe5kc.large,Bottom Microphone.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 16 Pro Max\Bottom Microphone.jpg
iPhone 16 Pro Max,https://zh.ifixit.com/Device/iPhone_16_Pro_Max,Charge Port,iPhone 16 Pro Max Charge Port Replacement,https://zh.ifixit.com/Guide/iPhone+16+Pro+Max+Charge+Port+Replacement/178826?lang=en,178826,https://guide-images.cdn.ifixit.com/igi/G4wSkQrfdhNQqCFl.large,Charge Port.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 16 Pro Max\Charge Port.jpg
iPhone 16 Pro Max,https://zh.ifixit.com/Device/iPhone_16_Pro_Max,Earpiece Speaker,iPhone 16 Pro Max Earpiece Speaker Replacement,https://zh.ifixit.com/Guide/iPhone+16+Pro+Max+Earpiece+Speaker+Replacement/178667?lang=en,178667,https://guide-images.cdn.ifixit.com/igi/vdsBNLw1rghcqavO.large,Earpiece Speaker.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 16 Pro Max\Earpiece Speaker.jpg
iPhone 16 Pro Max,https://zh.ifixit.com/Device/iPhone_16_Pro_Max,Front Camera Assembly,iPhone 16 Pro Max Front Camera Assembly Replacement,https://zh.ifixit.com/Guide/iPhone+16+Pro+Max+Front+Camera+Assembly+Replacement/178679?lang=en,178679,https://guide-images.cdn.ifixit.com/igi/bZpfVtZkKVcvkSHc.large,Front Camera Assembly.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 16 Pro Max\Front Camera Assembly.jpg
iPhone 16 Pro Max,https://zh.ifixit.com/Device/iPhone_16_Pro_Max,LiDAR Sensor,iPhone 16 Pro Max LiDAR Sensor Replacement,https://zh.ifixit.com/Guide/iPhone+16+Pro+Max+LiDAR+Sensor+Replacement/178664?lang=en,178664,https://guide-images.cdn.ifixit.com/igi/bvVg2f3ZBJoZXTSy.large,LiDAR Sensor.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 16 Pro Max\LiDAR Sensor.jpg
iPhone 16 Pro Max,https://zh.ifixit.com/Device/iPhone_16_Pro_Max,Logic Board,iPhone 16 Pro Max Logic Board Replacement,https://zh.ifixit.com/Guide/iPhone+16+Pro+Max+Logic+Board+Replacement/178681?lang=en,178681,https://guide-images.cdn.ifixit.com/igi/ywDORmiFXj2O6PRo.large,Logic Board.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 16 Pro Max\Logic Board.jpg
iPhone 16 Pro Max,https://zh.ifixit.com/Device/iPhone_16_Pro_Max,Loudspeaker,iPhone 16 Pro Max Loudspeaker Replacement,https://zh.ifixit.com/Guide/iPhone+16+Pro+Max+Loudspeaker+Replacement/178822?lang=en,178822,https://guide-images.cdn.ifixit.com/igi/PISTEblT1OYnXXcW.large,Loudspeaker.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 16 Pro Max\Loudspeaker.jpg
iPhone 16 Pro Max,https://zh.ifixit.com/Device/iPhone_16_Pro_Max,Rear Camera Assembly,iPhone 16 Pro Max Rear Camera Assembly Replacement,https://zh.ifixit.com/Guide/iPhone+16+Pro+Max+Rear+Camera+Assembly+Replacement/178663?lang=en,178663,https://guide-images.cdn.ifixit.com/igi/Z1BOTFbHrGMhZgc2.large,Rear Camera Assembly.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 16 Pro Max\Rear Camera Assembly.jpg
iPhone 16 Pro Max,https://zh.ifixit.com/Device/iPhone_16_Pro_Max,Screen,iPhone 16 Pro Max Screen Replacement,https://zh.ifixit.com/Guide/iPhone+16+Pro+Max+Screen+Replacement/178634?lang=en,178634,https://guide-images.cdn.ifixit.com/igi/bKWNRcWTNVaknTeO.large,Screen.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 16 Pro Max\Screen.jpg
iPhone 16 Pro Max,https://zh.ifixit.com/Device/iPhone_16_Pro_Max,Taptic Engine,iPhone 16 Pro Max Taptic Engine Replacement,https://zh.ifixit.com/Guide/iPhone+16+Pro+Max+Taptic+Engine+Replacement/178686?lang=en,178686,https://guide-images.cdn.ifixit.com/igi/2yA3VwuIgBxRwAlx.large,Taptic Engine.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 16 Pro Max\Taptic Engine.jpg
iPhone 16 Pro,https://zh.ifixit.com/Device/iPhone_16_Pro,5G mmWave Antenna,iPhone 16 Pro 5G mmWave Antenna Replacement,https://zh.ifixit.com/Guide/iPhone+16+Pro+5G+mmWave+Antenna+Replacement/180032?lang=en,180032,https://guide-images.cdn.ifixit.com/igi/GBXy4Q5GLFqElpmb.large,5G mmWave Antenna.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 16 Pro\5G mmWave Antenna.jpg
iPhone 16 Pro,https://zh.ifixit.com/Device/iPhone_16_Pro,Back Glass,iPhone 16 Pro Back Glass Replacement,https://zh.ifixit.com/Guide/iPhone+16+Pro+Back+Glass+Replacement/179754?lang=en,179754,https://guide-images.cdn.ifixit.com/igi/3WMORGQ26Y5r3wuA.large,Back Glass.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 16 Pro\Back Glass.jpg
iPhone 16 Pro,https://zh.ifixit.com/Device/iPhone_16_Pro,Battery,iPhone 16 Pro Battery Replacement,https://zh.ifixit.com/Guide/iPhone+16+Pro+Battery+Replacement/180299?lang=en,180299,https://guide-images.cdn.ifixit.com/igi/Qe156XrtXxRHMkJw.large,Battery.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 16 Pro\Battery.jpg
